_time_jst,thousandeyes#cisco:thousandeyes:metric#response_time_ms
2026-04-14T23:26:00+09:00,129.09
2026-04-14T23:27:00+09:00,136.62
2026-04-14T23:28:00+09:00,114.95
2026-04-14T23:29:00+09:00,156.02
2026-04-14T23:30:00+09:00,125.93
2026-04-14T23:31:00+09:00,138.93
2026-04-14T23:32:00+09:00,121.05
2026-04-14T23:33:00+09:00,130.53
2026-04-14T23:34:00+09:00,148.9
2026-04-14T23:35:00+09:00,133.43
2026-04-14T23:36:00+09:00,148.4
2026-04-14T23:37:00+09:00,140.66
2026-04-14T23:38:00+09:00,149.98
2026-04-14T23:39:00+09:00,157.27
2026-04-14T23:40:00+09:00,123.6
2026-04-14T23:41:00+09:00,127.57
2026-04-14T23:42:00+09:00,141.8
2026-04-14T23:43:00+09:00,131.22
2026-04-14T23:44:00+09:00,124.43
2026-04-14T23:45:00+09:00,142.43
2026-04-14T23:46:00+09:00,140.5
2026-04-14T23:47:00+09:00,151.22
2026-04-14T23:48:00+09:00,132.01
2026-04-14T23:49:00+09:00,128.56
2026-04-14T23:50:00+09:00,145.94
2026-04-14T23:51:00+09:00,140.87
2026-04-14T23:52:00+09:00,142.2
2026-04-14T23:53:00+09:00,139.08
2026-04-14T23:54:00+09:00,151.07
2026-04-14T23:55:00+09:00,122.01
2026-04-14T23:56:00+09:00,143.83
2026-04-14T23:57:00+09:00,122.52
2026-04-14T23:58:00+09:00,135.29
2026-04-14T23:59:00+09:00,134.97
2026-04-15T00:00:00+09:00,115.76
2026-04-15T00:01:00+09:00,107.77
2026-04-15T00:02:00+09:00,137.93
2026-04-15T00:03:00+09:00,135.91
2026-04-15T00:04:00+09:00,126.64
2026-04-15T00:05:00+09:00,121.39
2026-04-15T00:06:00+09:00,106.34
2026-04-15T00:07:00+09:00,129.56
2026-04-15T00:08:00+09:00,120.86
2026-04-15T00:09:00+09:00,131.72
2026-04-15T00:10:00+09:00,122.92
2026-04-15T00:11:00+09:00,122.09
2026-04-15T00:12:00+09:00,126.75
2026-04-15T00:13:00+09:00,128.61
2026-04-15T00:14:00+09:00,138.34
2026-04-15T00:15:00+09:00,120.87
2026-04-15T00:16:00+09:00,131.12
2026-04-15T00:17:00+09:00,132.19
2026-04-15T00:18:00+09:00,133.67
2026-04-15T00:19:00+09:00,108.97
2026-04-15T00:20:00+09:00,128.01
2026-04-15T00:21:00+09:00,132.66
2026-04-15T00:22:00+09:00,116.42
2026-04-15T00:23:00+09:00,135.73
2026-04-15T00:24:00+09:00,146.03
2026-04-15T00:25:00+09:00,107.44
2026-04-15T00:26:00+09:00,144.14
2026-04-15T00:27:00+09:00,130.53
2026-04-15T00:28:00+09:00,134.44
2026-04-15T00:29:00+09:00,109.09
2026-04-15T00:30:00+09:00,129.11
2026-04-15T00:31:00+09:00,123.35
2026-04-15T00:32:00+09:00,131.17
2026-04-15T00:33:00+09:00,146.14
2026-04-15T00:34:00+09:00,130.02
2026-04-15T00:35:00+09:00,121.1
2026-04-15T00:36:00+09:00,118.56
2026-04-15T00:37:00+09:00,145.62
2026-04-15T00:38:00+09:00,121.63
2026-04-15T00:39:00+09:00,120.16
2026-04-15T00:40:00+09:00,132.59
2026-04-15T00:41:00+09:00,126.16
2026-04-15T00:42:00+09:00,135.64
2026-04-15T00:43:00+09:00,126.17
2026-04-15T00:44:00+09:00,126.83
2026-04-15T00:45:00+09:00,119.4
2026-04-15T00:46:00+09:00,118.16
2026-04-15T00:47:00+09:00,136.66
2026-04-15T00:48:00+09:00,150.79
2026-04-15T00:49:00+09:00,128.24
2026-04-15T00:50:00+09:00,127.25
2026-04-15T00:51:00+09:00,113.12
2026-04-15T00:52:00+09:00,123.41
2026-04-15T00:53:00+09:00,120.32
2026-04-15T00:54:00+09:00,126.4
2026-04-15T00:55:00+09:00,119.7
2026-04-15T00:56:00+09:00,121.15
2026-04-15T00:57:00+09:00,132.82
2026-04-15T00:58:00+09:00,142.0
2026-04-15T00:59:00+09:00,122.5
2026-04-15T01:00:00+09:00,124.03
2026-04-15T01:01:00+09:00,139.96
2026-04-15T01:02:00+09:00,116.09
2026-04-15T01:03:00+09:00,133.62
2026-04-15T01:04:00+09:00,121.52
2026-04-15T01:05:00+09:00,130.46
2026-04-15T01:06:00+09:00,129.74
2026-04-15T01:07:00+09:00,122.15
2026-04-15T01:08:00+09:00,121.94
2026-04-15T01:09:00+09:00,121.3
2026-04-15T01:10:00+09:00,124.67
2026-04-15T01:11:00+09:00,121.69
2026-04-15T01:12:00+09:00,128.37
2026-04-15T01:13:00+09:00,139.35
2026-04-15T01:14:00+09:00,115.89
2026-04-15T01:15:00+09:00,135.22
2026-04-15T01:16:00+09:00,120.53
2026-04-15T01:17:00+09:00,128.26
2026-04-15T01:18:00+09:00,128.1
2026-04-15T01:19:00+09:00,110.85
2026-04-15T01:20:00+09:00,139.3
2026-04-15T01:21:00+09:00,150.5
2026-04-15T01:22:00+09:00,128.1
2026-04-15T01:23:00+09:00,147.42
2026-04-15T01:24:00+09:00,113.29
2026-04-15T01:25:00+09:00,102.18
2026-04-15T01:26:00+09:00,138.69
2026-04-15T01:27:00+09:00,119.32
2026-04-15T01:28:00+09:00,134.11
2026-04-15T01:29:00+09:00,116.98
2026-04-15T01:30:00+09:00,120.35
2026-04-15T01:31:00+09:00,129.23
2026-04-15T01:32:00+09:00,129.2
2026-04-15T01:33:00+09:00,115.92
2026-04-15T01:34:00+09:00,135.25
2026-04-15T01:35:00+09:00,131.84
2026-04-15T01:36:00+09:00,122.72
2026-04-15T01:37:00+09:00,126.64
2026-04-15T01:38:00+09:00,127.01
2026-04-15T01:39:00+09:00,124.49
2026-04-15T01:40:00+09:00,122.12
2026-04-15T01:41:00+09:00,131.44
2026-04-15T01:42:00+09:00,114.68
2026-04-15T01:43:00+09:00,120.23
2026-04-15T01:44:00+09:00,127.21
2026-04-15T01:45:00+09:00,128.74
2026-04-15T01:46:00+09:00,142.99
2026-04-15T01:47:00+09:00,108.28
2026-04-15T01:48:00+09:00,114.97
2026-04-15T01:49:00+09:00,124.11
2026-04-15T01:50:00+09:00,125.77
2026-04-15T01:51:00+09:00,128.95
2026-04-15T01:52:00+09:00,123.05
2026-04-15T01:53:00+09:00,131.4
2026-04-15T01:54:00+09:00,126.32
2026-04-15T01:55:00+09:00,126.38
2026-04-15T01:56:00+09:00,142.14
2026-04-15T01:57:00+09:00,130.43
2026-04-15T01:58:00+09:00,137.28
2026-04-15T01:59:00+09:00,131.03
2026-04-15T02:00:00+09:00,128.69
2026-04-15T02:01:00+09:00,118.26
2026-04-15T02:02:00+09:00,127.94
2026-04-15T02:03:00+09:00,132.13
2026-04-15T02:04:00+09:00,137.28
2026-04-15T02:05:00+09:00,127.99
2026-04-15T02:06:00+09:00,118.3
2026-04-15T02:07:00+09:00,114.34
2026-04-15T02:08:00+09:00,133.7
2026-04-15T02:09:00+09:00,128.73
2026-04-15T02:10:00+09:00,121.55
2026-04-15T02:11:00+09:00,125.26
2026-04-15T02:12:00+09:00,134.75
2026-04-15T02:13:00+09:00,139.89
2026-04-15T02:14:00+09:00,138.91
2026-04-15T02:15:00+09:00,104.55
2026-04-15T02:16:00+09:00,122.29
2026-04-15T02:17:00+09:00,141.92
2026-04-15T02:18:00+09:00,127.13
2026-04-15T02:19:00+09:00,124.12
2026-04-15T02:20:00+09:00,141.8
2026-04-15T02:21:00+09:00,138.28
2026-04-15T02:22:00+09:00,148.81
2026-04-15T02:23:00+09:00,147.8
2026-04-15T02:24:00+09:00,119.34
2026-04-15T02:25:00+09:00,132.19
2026-04-15T02:26:00+09:00,138.89
2026-04-15T02:27:00+09:00,112.93
2026-04-15T02:28:00+09:00,115.63
2026-04-15T02:29:00+09:00,113.86
2026-04-15T02:30:00+09:00,125.36
2026-04-15T02:31:00+09:00,102.19
2026-04-15T02:32:00+09:00,116.83
2026-04-15T02:33:00+09:00,125.27
2026-04-15T02:34:00+09:00,125.75
2026-04-15T02:35:00+09:00,147.41
2026-04-15T02:36:00+09:00,133.5
2026-04-15T02:37:00+09:00,122.94
2026-04-15T02:38:00+09:00,126.25
2026-04-15T02:39:00+09:00,129.66
2026-04-15T02:40:00+09:00,132.22
2026-04-15T02:41:00+09:00,145.38
2026-04-15T02:42:00+09:00,125.57
2026-04-15T02:43:00+09:00,120.33
2026-04-15T02:44:00+09:00,141.7
2026-04-15T02:45:00+09:00,136.18
2026-04-15T02:46:00+09:00,122.75
2026-04-15T02:47:00+09:00,114.58
2026-04-15T02:48:00+09:00,133.9
2026-04-15T02:49:00+09:00,131.91
2026-04-15T02:50:00+09:00,118.13
2026-04-15T02:51:00+09:00,122.45
2026-04-15T02:52:00+09:00,127.77
2026-04-15T02:53:00+09:00,119.04
2026-04-15T02:54:00+09:00,127.96
2026-04-15T02:55:00+09:00,133.07
2026-04-15T02:56:00+09:00,111.48
2026-04-15T02:57:00+09:00,124.21
2026-04-15T02:58:00+09:00,112.02
2026-04-15T02:59:00+09:00,129.59
2026-04-15T03:00:00+09:00,127.05
2026-04-15T03:01:00+09:00,132.5
2026-04-15T03:02:00+09:00,128.72
2026-04-15T03:03:00+09:00,129.52
2026-04-15T03:04:00+09:00,140.53
2026-04-15T03:05:00+09:00,125.96
2026-04-15T03:06:00+09:00,135.87
2026-04-15T03:07:00+09:00,119.45
2026-04-15T03:08:00+09:00,117.42
2026-04-15T03:09:00+09:00,130.06
2026-04-15T03:10:00+09:00,138.63
2026-04-15T03:11:00+09:00,123.88
2026-04-15T03:12:00+09:00,140.59
2026-04-15T03:13:00+09:00,134.32
2026-04-15T03:14:00+09:00,120.14
2026-04-15T03:15:00+09:00,124.73
2026-04-15T03:16:00+09:00,129.24
2026-04-15T03:17:00+09:00,114.4
2026-04-15T03:18:00+09:00,117.17
2026-04-15T03:19:00+09:00,126.45
2026-04-15T03:20:00+09:00,136.52
2026-04-15T03:21:00+09:00,127.47
2026-04-15T03:22:00+09:00,126.49
2026-04-15T03:23:00+09:00,103.76
2026-04-15T03:24:00+09:00,124.88
2026-04-15T03:25:00+09:00,123.06
2026-04-15T03:26:00+09:00,138.94
2026-04-15T03:27:00+09:00,128.18
2026-04-15T03:28:00+09:00,129.82
2026-04-15T03:29:00+09:00,143.56
2026-04-15T03:30:00+09:00,119.3
2026-04-15T03:31:00+09:00,107.04
2026-04-15T03:32:00+09:00,115.66
2026-04-15T03:33:00+09:00,108.24
2026-04-15T03:34:00+09:00,114.89
2026-04-15T03:35:00+09:00,110.5
2026-04-15T03:36:00+09:00,132.32
2026-04-15T03:37:00+09:00,135.41
2026-04-15T03:38:00+09:00,126.76
2026-04-15T03:39:00+09:00,133.0
2026-04-15T03:40:00+09:00,139.03
2026-04-15T03:41:00+09:00,123.85
2026-04-15T03:42:00+09:00,138.3
2026-04-15T03:43:00+09:00,130.64
2026-04-15T03:44:00+09:00,149.47
2026-04-15T03:45:00+09:00,141.88
2026-04-15T03:46:00+09:00,165.52
2026-04-15T03:47:00+09:00,116.01
2026-04-15T03:48:00+09:00,144.27
2026-04-15T03:49:00+09:00,132.2
2026-04-15T03:50:00+09:00,133.47
2026-04-15T03:51:00+09:00,124.82
2026-04-15T03:52:00+09:00,123.63
2026-04-15T03:53:00+09:00,128.23
2026-04-15T03:54:00+09:00,118.5
2026-04-15T03:55:00+09:00,110.69
2026-04-15T03:56:00+09:00,122.27
2026-04-15T03:57:00+09:00,151.41
2026-04-15T03:58:00+09:00,119.66
2026-04-15T03:59:00+09:00,130.43
2026-04-15T04:00:00+09:00,126.09
2026-04-15T04:01:00+09:00,142.81
2026-04-15T04:02:00+09:00,126.04
2026-04-15T04:03:00+09:00,133.27
2026-04-15T04:04:00+09:00,136.57
2026-04-15T04:05:00+09:00,122.0
2026-04-15T04:06:00+09:00,114.17
2026-04-15T04:07:00+09:00,129.02
2026-04-15T04:08:00+09:00,155.44
2026-04-15T04:09:00+09:00,154.59
2026-04-15T04:10:00+09:00,142.89
2026-04-15T04:11:00+09:00,146.61
2026-04-15T04:12:00+09:00,158.07
2026-04-15T04:13:00+09:00,134.93
2026-04-15T04:14:00+09:00,141.8
2026-04-15T04:15:00+09:00,125.78
2026-04-15T04:16:00+09:00,133.22
2026-04-15T04:17:00+09:00,154.77
2026-04-15T04:18:00+09:00,126.67
2026-04-15T04:19:00+09:00,132.89
2026-04-15T04:20:00+09:00,150.5
2026-04-15T04:21:00+09:00,122.26
2026-04-15T04:22:00+09:00,115.92
2026-04-15T04:23:00+09:00,147.88
2026-04-15T04:24:00+09:00,134.27
2026-04-15T04:25:00+09:00,144.24
2026-04-15T04:26:00+09:00,130.34
2026-04-15T04:27:00+09:00,136.37
2026-04-15T04:28:00+09:00,124.14
2026-04-15T04:29:00+09:00,131.99
2026-04-15T04:30:00+09:00,141.81
2026-04-15T04:31:00+09:00,150.33
2026-04-15T04:32:00+09:00,136.48
2026-04-15T04:33:00+09:00,133.05
2026-04-15T04:34:00+09:00,139.72
2026-04-15T04:35:00+09:00,126.85
2026-04-15T04:36:00+09:00,147.61
2026-04-15T04:37:00+09:00,134.59
2026-04-15T04:38:00+09:00,118.97
2026-04-15T04:39:00+09:00,125.16
2026-04-15T04:40:00+09:00,125.1
2026-04-15T04:41:00+09:00,134.21
2026-04-15T04:42:00+09:00,132.74
2026-04-15T04:43:00+09:00,131.22
2026-04-15T04:44:00+09:00,127.89
2026-04-15T04:45:00+09:00,149.04
2026-04-15T04:46:00+09:00,147.88
2026-04-15T04:47:00+09:00,120.15
2026-04-15T04:48:00+09:00,132.7
2026-04-15T04:49:00+09:00,119.45
2026-04-15T04:50:00+09:00,148.84
2026-04-15T04:51:00+09:00,141.89
2026-04-15T04:52:00+09:00,135.78
2026-04-15T04:53:00+09:00,125.33
2026-04-15T04:54:00+09:00,143.54
2026-04-15T04:55:00+09:00,128.23
2026-04-15T04:56:00+09:00,153.1
2026-04-15T04:57:00+09:00,141.08
2026-04-15T04:58:00+09:00,143.51
2026-04-15T04:59:00+09:00,145.75
2026-04-15T05:00:00+09:00,145.95
2026-04-15T05:01:00+09:00,147.55
2026-04-15T05:02:00+09:00,145.27
2026-04-15T05:03:00+09:00,166.05
2026-04-15T05:04:00+09:00,143.81
2026-04-15T05:05:00+09:00,151.68
2026-04-15T05:06:00+09:00,156.24
2026-04-15T05:07:00+09:00,135.25
2026-04-15T05:08:00+09:00,136.48
2026-04-15T05:09:00+09:00,154.98
2026-04-15T05:10:00+09:00,143.99
2026-04-15T05:11:00+09:00,163.32
2026-04-15T05:12:00+09:00,136.68
2026-04-15T05:13:00+09:00,144.77
2026-04-15T05:14:00+09:00,152.36
2026-04-15T05:15:00+09:00,143.62
2026-04-15T05:16:00+09:00,142.02
2026-04-15T05:17:00+09:00,156.77
2026-04-15T05:18:00+09:00,157.01
2026-04-15T05:19:00+09:00,148.14
2026-04-15T05:20:00+09:00,139.96
2026-04-15T05:21:00+09:00,161.45
2026-04-15T05:22:00+09:00,134.9
2026-04-15T05:23:00+09:00,133.46
2026-04-15T05:24:00+09:00,133.69
2026-04-15T05:25:00+09:00,127.93
2026-04-15T05:26:00+09:00,138.79
2026-04-15T05:27:00+09:00,137.16
2026-04-15T05:28:00+09:00,143.52
2026-04-15T05:29:00+09:00,139.68
2026-04-15T05:30:00+09:00,146.4
2026-04-15T05:31:00+09:00,148.75
2026-04-15T05:32:00+09:00,122.29
2026-04-15T05:33:00+09:00,139.74
2026-04-15T05:34:00+09:00,149.19
2026-04-15T05:35:00+09:00,133.77
2026-04-15T05:36:00+09:00,141.38
2026-04-15T05:37:00+09:00,148.2
2026-04-15T05:38:00+09:00,163.4
2026-04-15T05:39:00+09:00,139.86
2026-04-15T05:40:00+09:00,161.69
2026-04-15T05:41:00+09:00,140.31
2026-04-15T05:42:00+09:00,156.36
2026-04-15T05:43:00+09:00,145.08
2026-04-15T05:44:00+09:00,137.79
2026-04-15T05:45:00+09:00,132.29
2026-04-15T05:46:00+09:00,149.67
2026-04-15T05:47:00+09:00,148.59
2026-04-15T05:48:00+09:00,123.42
2026-04-15T05:49:00+09:00,135.64
2026-04-15T05:50:00+09:00,153.81
2026-04-15T05:51:00+09:00,124.4
2026-04-15T05:52:00+09:00,159.44
2026-04-15T05:53:00+09:00,162.61
2026-04-15T05:54:00+09:00,161.12
2026-04-15T05:55:00+09:00,155.98
2026-04-15T05:56:00+09:00,136.1
2026-04-15T05:57:00+09:00,129.53
2026-04-15T05:58:00+09:00,143.72
2026-04-15T05:59:00+09:00,138.21
2026-04-15T06:00:00+09:00,141.78
2026-04-15T06:01:00+09:00,152.69
2026-04-15T06:02:00+09:00,144.56
2026-04-15T06:03:00+09:00,159.87
2026-04-15T06:04:00+09:00,164.34
2026-04-15T06:05:00+09:00,160.89
2026-04-15T06:06:00+09:00,145.64
2026-04-15T06:07:00+09:00,159.82
2026-04-15T06:08:00+09:00,158.36
2026-04-15T06:09:00+09:00,143.01
2026-04-15T06:10:00+09:00,150.3
2026-04-15T06:11:00+09:00,150.81
2026-04-15T06:12:00+09:00,161.07
2026-04-15T06:13:00+09:00,161.17
2026-04-15T06:14:00+09:00,153.86
2026-04-15T06:15:00+09:00,158.72
2026-04-15T06:16:00+09:00,164.89
2026-04-15T06:17:00+09:00,169.19
2026-04-15T06:18:00+09:00,155.24
2026-04-15T06:19:00+09:00,156.16
2026-04-15T06:20:00+09:00,150.79
2026-04-15T06:21:00+09:00,150.06
2026-04-15T06:22:00+09:00,152.67
2026-04-15T06:23:00+09:00,160.82
2026-04-15T06:24:00+09:00,151.36
2026-04-15T06:25:00+09:00,139.8
2026-04-15T06:26:00+09:00,154.1
2026-04-15T06:27:00+09:00,140.19
2026-04-15T06:28:00+09:00,154.8
2026-04-15T06:29:00+09:00,151.0
2026-04-15T06:30:00+09:00,141.03
2026-04-15T06:31:00+09:00,150.51
2026-04-15T06:32:00+09:00,141.95
2026-04-15T06:33:00+09:00,153.33
2026-04-15T06:34:00+09:00,155.3
2026-04-15T06:35:00+09:00,149.9
2026-04-15T06:36:00+09:00,159.35
2026-04-15T06:37:00+09:00,155.22
2026-04-15T06:38:00+09:00,137.29
2026-04-15T06:39:00+09:00,180.79
2026-04-15T06:40:00+09:00,148.4
2026-04-15T06:41:00+09:00,149.19
2026-04-15T06:42:00+09:00,142.02
2026-04-15T06:43:00+09:00,138.09
2026-04-15T06:44:00+09:00,145.13
2026-04-15T06:45:00+09:00,154.16
2026-04-15T06:46:00+09:00,148.14
2026-04-15T06:47:00+09:00,154.25
2026-04-15T06:48:00+09:00,147.95
2026-04-15T06:49:00+09:00,156.09
2026-04-15T06:50:00+09:00,154.17
2026-04-15T06:51:00+09:00,148.15
2026-04-15T06:52:00+09:00,156.82
2026-04-15T06:53:00+09:00,140.2
2026-04-15T06:54:00+09:00,149.55
2026-04-15T06:55:00+09:00,156.48
2026-04-15T06:56:00+09:00,152.04
2026-04-15T06:57:00+09:00,131.87
2026-04-15T06:58:00+09:00,144.48
2026-04-15T06:59:00+09:00,146.51
2026-04-15T07:00:00+09:00,156.06
2026-04-15T07:01:00+09:00,154.06
2026-04-15T07:02:00+09:00,148.58
2026-04-15T07:03:00+09:00,172.54
2026-04-15T07:04:00+09:00,175.25
2026-04-15T07:05:00+09:00,137.6
2026-04-15T07:06:00+09:00,158.56
2026-04-15T07:07:00+09:00,158.2
2026-04-15T07:08:00+09:00,159.31
2026-04-15T07:09:00+09:00,166.27
2026-04-15T07:10:00+09:00,159.41
2026-04-15T07:11:00+09:00,160.94
2026-04-15T07:12:00+09:00,155.51
2026-04-15T07:13:00+09:00,163.23
2026-04-15T07:14:00+09:00,159.83
2026-04-15T07:15:00+09:00,153.04
2026-04-15T07:16:00+09:00,149.05
2026-04-15T07:17:00+09:00,171.65
2026-04-15T07:18:00+09:00,162.83
2026-04-15T07:19:00+09:00,161.67
2026-04-15T07:20:00+09:00,156.34
2026-04-15T07:21:00+09:00,152.92
2026-04-15T07:22:00+09:00,152.54
2026-04-15T07:23:00+09:00,162.85
2026-04-15T07:24:00+09:00,152.62
2026-04-15T07:25:00+09:00,163.48
2026-04-15T07:26:00+09:00,158.48
2026-04-15T07:27:00+09:00,157.36
2026-04-15T07:28:00+09:00,168.46
2026-04-15T07:29:00+09:00,160.41
2026-04-15T07:30:00+09:00,159.69
2026-04-15T07:31:00+09:00,168.91
2026-04-15T07:32:00+09:00,164.4
2026-04-15T07:33:00+09:00,168.73
2026-04-15T07:34:00+09:00,169.06
2026-04-15T07:35:00+09:00,144.31
2026-04-15T07:36:00+09:00,161.88
2026-04-15T07:37:00+09:00,160.51
2026-04-15T07:38:00+09:00,148.4
2026-04-15T07:39:00+09:00,154.02
2026-04-15T07:40:00+09:00,161.54
2026-04-15T07:41:00+09:00,161.36
2026-04-15T07:42:00+09:00,146.08
2026-04-15T07:43:00+09:00,147.23
2026-04-15T07:44:00+09:00,164.18
2026-04-15T07:45:00+09:00,153.81
2026-04-15T07:46:00+09:00,153.16
2026-04-15T07:47:00+09:00,165.25
2026-04-15T07:48:00+09:00,165.88
2026-04-15T07:49:00+09:00,170.41
2026-04-15T07:50:00+09:00,167.7
2026-04-15T07:51:00+09:00,154.83
2026-04-15T07:52:00+09:00,162.92
2026-04-15T07:53:00+09:00,153.26
2026-04-15T07:54:00+09:00,146.48
2026-04-15T07:55:00+09:00,149.86
2026-04-15T07:56:00+09:00,161.67
2026-04-15T07:57:00+09:00,148.45
2026-04-15T07:58:00+09:00,138.45
2026-04-15T07:59:00+09:00,167.17
2026-04-15T08:00:00+09:00,153.83
2026-04-15T08:01:00+09:00,153.91
2026-04-15T08:02:00+09:00,177.83
2026-04-15T08:03:00+09:00,172.5
2026-04-15T08:04:00+09:00,179.17
2026-04-15T08:05:00+09:00,172.11
2026-04-15T08:06:00+09:00,185.69
2026-04-15T08:07:00+09:00,174.61
2026-04-15T08:08:00+09:00,176.49
2026-04-15T08:09:00+09:00,157.1
2026-04-15T08:10:00+09:00,151.31
2026-04-15T08:11:00+09:00,162.07
2026-04-15T08:12:00+09:00,173.33
2026-04-15T08:13:00+09:00,154.49
2026-04-15T08:14:00+09:00,170.09
2026-04-15T08:15:00+09:00,170.9
2026-04-15T08:16:00+09:00,159.23
2026-04-15T08:17:00+09:00,181.18
2026-04-15T08:18:00+09:00,168.15
2026-04-15T08:19:00+09:00,178.73
2026-04-15T08:20:00+09:00,173.24
2026-04-15T08:21:00+09:00,176.12
2026-04-15T08:22:00+09:00,160.88
2026-04-15T08:23:00+09:00,179.47
2026-04-15T08:24:00+09:00,172.08
2026-04-15T08:25:00+09:00,169.79
2026-04-15T08:26:00+09:00,165.6
2026-04-15T08:27:00+09:00,153.58
2026-04-15T08:28:00+09:00,161.39
2026-04-15T08:29:00+09:00,179.45
2026-04-15T08:30:00+09:00,183.17
2026-04-15T08:31:00+09:00,164.88
2026-04-15T08:32:00+09:00,175.96
2026-04-15T08:33:00+09:00,164.73
2026-04-15T08:34:00+09:00,173.76
2026-04-15T08:35:00+09:00,154.27
2026-04-15T08:36:00+09:00,163.17
2026-04-15T08:37:00+09:00,156.77
2026-04-15T08:38:00+09:00,161.87
2026-04-15T08:39:00+09:00,175.24
2026-04-15T08:40:00+09:00,178.92
2026-04-15T08:41:00+09:00,164.27
2026-04-15T08:42:00+09:00,185.07
2026-04-15T08:43:00+09:00,176.99
2026-04-15T08:44:00+09:00,178.57
2026-04-15T08:45:00+09:00,150.15
2026-04-15T08:46:00+09:00,168.54
